_Accel 10,Accel 25,Accel 50,Accel 75,Accel 90,Accel Ave,bearingRate 10,bearingRate 25,bearingRate 50,bearingRate 75,bearingRate 90,bearingRate ave,Cluster,Distance Traveled,F1,Jerk 10,Jerk 25,Jerk 50,Jerk 75,Jerk 90,Jerk Ave,Last Lat,Last Long,Number of Records,Speed 10,Speed 25,Speed 50,Speed 75,Speed 90,Speed Ave,Start Lat,Start Long,Time Traveled
-1.167041411,-0.280711964,0.000265881,0.125613463,1.250798504,-0.004520574,9.93E-06,2.36E-05,8.05E-05,0.001037775,0.014148151,0.002797383,1,4.735527,0,-0.341817662,-0.094966594,1.62E-05,0.036896653,0.301168536,-0.043042504,39.9909066,116.2982383,1,1.133910007,1.561561349,3.322803819,8.351566896,14.89238106,5.541150209,39.9313183,116.3047749,53.81666655
-1.381981258,-0.491799943,-0.00259194,0.22571664,0.886418182,-0.139114568,9.00E-06,1.91E-05,5.39E-05,0.000139893,0.000819582,0.000368396,2,4.364601,0,-0.421833011,-0.084207345,0.001287091,0.124894826,0.399201063,0.011467341,39.990975,116.2984599,1,1.078197376,2.301840911,5.616002218,18.66781324,22.64641843,10.28440513,39.9905133,116.2986299,170.8
-1.726035814,-0.408002809,-0.001471183,0.236571869,0.768304609,-0.146628479,1.11E-05,2.97E-05,8.95E-05,0.000479583,0.00701961,0.001734548,0,4.479953,0,-0.408568832,-0.134732586,0.000234945,0.105533093,0.392943487,-0.023777983,39.9895249,116.2980083,1,1.658294735,2.534219791,12.86160903,27.41594961,31.18598539,15.37505784,39.9310333,116.3038199,37.50000005
-1.513761542,-0.816795186,-0.238800289,0.512041809,1.813921665,0.318167938,5.48E-06,1.34E-05,8.29E-05,0.001056905,0.006792776,0.001643626,1,1.134543,0,-0.887461563,-0.145799163,0.028796633,0.243064484,0.445989434,-0.492975457,39.9923533,116.2984599,1,3.339410835,6.482403918,8.942379171,11.18999224,14.92944704,9.00089687,39.9828266,116.3102983,8.56666671
-2.141201614,-0.772420797,-0.111200134,0.147175308,0.643839693,-0.122333688,6.31E-06,1.34E-05,3.57E-05,0.000335934,0.000466627,0.000165574,0,2.075355,0,-0.770794842,-0.182784854,3.95E-05,0.084399005,0.618115849,-0.369033887,39.9853699,116.3430599,1,1.547832036,10.22614491,17.99041464,23.5596093,24.82441607,16.02467491,39.9839149,116.304385,25.94999996
-0.599201607,-0.267202851,0.015999137,0.204597143,0.608794085,-0.024355237,4.43E-06,9.00E-06,2.47E-05,4.93E-05,0.000103037,4.49E-05,2,1.07878,0,-0.294928213,-0.095265875,0.006559728,0.10790728,0.303444274,-0.007698303,39.989725,116.2991333,1,3.295201992,5.365803243,6.591603984,7.721405472,8.851179383,6.528228419,39.9896866,116.2985283,140.9166667
-0.261474576,-0.110663816,0.002033134,0.088632219,0.200361263,-0.029952499,2.28E-06,7.86E-06,1.79E-05,5.82E-05,0.000855682,0.00019405,1,0.705076,0,-0.057928154,-0.027168426,0.000390526,0.032037504,0.074922451,0.015096475,39.9910016,116.2979816,1,1.2481913,1.656362112,1.99943903,2.468520989,3.509854297,2.12179406,39.9897216,116.3032883,82.0666666
-0.653646474,-0.411613021,-0.002004236,0.393497275,0.640475748,-0.023679016,6.37E-06,1.56E-05,2.47E-05,8.72E-05,0.000847705,0.000169568,1,0.310274,0,-0.512516858,-0.122976203,0.014823252,0.180609648,0.232252096,-0.042463431,39.98852,116.3078716,1,1.742512436,3.909602363,4.492203193,5.849091551,7.197585397,4.570210597,39.9896816,116.3043933,27.33333323
-0.415266345,-0.144475682,0.000984871,0.023184026,0.198342537,-0.068950718,4.43E-06,1.57E-05,4.03E-05,0.000100751,0.000208677,0.006144782,1,0.525142,0,-0.075461497,-0.021274087,1.62E-05,0.048700749,0.152325637,0.012637136,39.9899116,116.30463,1,0.080314637,1.11943499,2.028959016,2.723038679,3.461330767,1.915978131,39.9910533,116.2979183,57.23333339
-0.511440888,-0.070848216,-1.89E-05,0.028757181,0.151843588,-0.115574575,2.28E-06,9.00E-06,0.000123026,0.000865144,0.002587092,0.000954218,2,4.904644,0,-0.075492199,-0.011508462,2.89E-06,0.018819624,0.113717378,-0.063521398,39.989445,116.2986833,1,0.016608,0.590760832,1.671479189,3.139319339,7.058331721,3.456674241,39.9908633,116.2985799,262.3666667
-0.141292016,-0.023615977,-0.001008609,0.012960593,0.025114159,-0.013352976,2.15E-06,2.28E-06,6.58E-06,4.27E-05,0.000875429,0.000153684,1,0.448167,0,-0.031645698,-0.005817843,0.000296705,0.007776086,0.029036987,0.000357648,39.9928216,116.2980316,1,1.365263298,1.780559136,1.856879099,2.068559256,2.580190748,1.921195967,39.9899716,116.3042083,16.93333326
-2.009463579,-0.694965258,-0.036504251,0.303522605,1.77184031,-0.146716489,1.16E-05,3.08E-05,0.000101873,0.000359888,0.002569479,0.000807478,2,1.764042,0,-1.038726974,-0.096233348,0.014169472,0.337841175,0.884594834,0.022397235,39.9848983,116.2997483,1,1.003177711,2.114769473,3.754440456,10.80120823,20.7875703,7.705255666,39.9851366,116.3060499,177.8833334
-1.295805092,-0.274377906,-0.007127197,0.140580432,0.649068324,-0.089908914,4.45E-06,1.35E-05,3.58E-05,9.23E-05,0.002345594,0.00269363,2,25.067461,0,-0.346558491,-0.072939562,-0.000194508,0.060033906,0.320302298,0.008939733,39.9920083,116.2985599,1,1.466209592,2.296081701,2.995920978,11.64839974,18.17976613,7.003292977,39.9911316,116.2984816,255.0333334
-0.569180179,-0.074134354,0.093384231,0.301812062,0.408711413,-0.052570046,1.28E-05,2.87E-05,4.15E-05,8.52E-05,0.000103146,5.43E-05,1,0.030074,0,-0.149205311,-0.024746025,0.036806296,0.072090092,0.28805571,0.057249515,39.9904049,116.2979549,1,1.745927153,1.885689282,2.142720571,3.949377905,6.275303423,3.27732166,39.99041,116.2983349,0.516666672
-1.048750982,-0.256824732,-0.009324055,0.457497831,0.956846068,0.030804425,8.86E-06,7.72E-05,0.000154469,0.001216559,0.013672012,0.002785155,1,2.913588,0,-0.29012987,-0.104621622,-0.00019551,0.13672755,0.338461067,-0.135330046,39.9848366,116.3438099,1,1.656719196,1.892879082,3.790804833,6.483256484,9.274472476,4.503429235,39.9937033,116.2980366,23.53333336
-0.623682197,-0.143135791,-0.026496037,0.11275193,0.469612344,0.003488459,7.04E-06,1.11E-05,2.69E-05,6.05E-05,0.000251703,8.39E-05,1,0.453489,0,-0.386187593,-0.043286742,-0.001142032,0.081660951,0.336306923,0.002760557,39.9897316,116.3030766,1,1.676593324,2.18447894,2.983678552,3.724202641,10.21968444,5.065869498,39.9905299,116.2980616,7.899999992
-1.34838929,-0.564289766,-0.11838401,0.267970679,0.902420182,-0.183519548,4.50E-06,1.33E-05,2.91E-05,7.15E-05,0.000317365,0.000740423,1,2.26854,0,-0.450405621,-0.239724674,-0.000324348,0.233485382,0.501201025,0.008384414,39.9695866,116.313795,1,1.878478972,2.687333392,10.14720718,18.13197091,21.29941287,10.46897054,39.9904666,116.2985966,23.73333336
-7.576525195,-7.576525195,-7.576525195,-7.576525195,-7.576525195,-7.576525195,9.62E-05,9.62E-05,9.62E-05,9.62E-05,9.62E-05,9.62E-05,1,0.002599,0,7.482333943,7.482333943,7.482333943,7.482333943,7.482333943,7.482333943,39.98371,116.30419,1,9.356380167,9.356380167,9.356380167,9.356380167,9.356380167,9.356380167,39.98371,116.30419,0
-1.00992084,-0.195119811,-0.008010024,0.114335889,0.275111932,-0.13723076,2.18E-06,8.86E-06,1.56E-05,4.04E-05,0.000318735,0.000308218,1,0.976477,0,-0.19795374,-0.058031899,-0.001066191,0.069592269,0.25981633,0.015253583,39.98154,116.30763,1,1.627824896,2.23632257,3.034803869,11.05320668,18.25969104,6.536087601,39.9905633,116.2984266,24.79999997
-0.336961612,-0.240983308,-0.020447434,0.089568555,0.233549876,-0.081211992,1.00E-05,1.96E-05,3.81E-05,5.38E-05,6.49E-05,3.84E-05,1,0.202313,0,-0.076780927,-0.045319303,0.00734386,0.060437216,0.098060438,0.069463554,39.9897133,116.3022799,1,1.848959103,2.314217257,2.998080887,3.347279839,4.107594788,2.952303388,39.9896966,116.2990766,5.10000005
-1.31359953,-0.482655582,-0.042480946,0.18000075,0.934880511,-0.135828487,7.25E-06,2.24E-05,6.71E-05,0.000221747,0.003297228,0.002265149,2,8.570991,0,-0.460972504,-0.12640412,-7.74E-05,0.160761621,0.46630035,0.009551873,39.9865366,116.3010283,1,1.735907814,2.781764976,6.048007711,9.835199247,21.7732895,8.11308734,39.9886416,116.3077966,149.6666667
-0.418739395,-0.149467446,-0.000715687,0.088202947,0.298960942,-0.035027813,2.15E-06,4.57E-06,1.13E-05,3.59E-05,9.62E-05,9.48E-05,2,2.719711,0,-0.13594563,-0.045132409,2.98E-06,0.050027396,0.162426734,0.007865627,39.99104,116.2971783,1,1.295162731,4.026957793,5.407203268,6.17100373,6.952552522,4.915282382,39.9862583,116.2989433,249.9833334
-0.286040914,-0.131471767,-0.000211875,0.106852495,0.271425932,-0.011263812,3.49E-06,6.85E-06,2.23E-05,6.26E-05,0.00054854,0.000188508,1,1.484041,0,-0.093467396,-0.030249469,6.37E-05,0.042912106,0.101082259,-0.001202657,39.9870949,116.3021866,1,0.478295996,1.478879096,2.282398893,2.805838639,3.469176571,2.224694669,39.9904516,116.2982533,81.99999994
-0.614800743,-0.222799801,-0.0007885,0.191569763,0.57852053,-0.075624645,2.28E-06,6.58E-06,1.79E-05,5.60E-05,0.000134338,0.000148641,1,1.534353,0,-0.297335165,-0.102128672,0.000249442,0.106933059,0.252534455,0.005294965,39.990675,116.2984533,1,2.551201542,4.86359764,6.124803702,7.101584947,8.310005023,5.988499724,39.9908616,116.2975099,81.08333338
-0.643393064,-0.212543794,-0.02239221,0.147200178,0.391280473,-0.05607889,2.28E-06,1.36E-05,2.69E-05,6.05E-05,8.82E-05,9.72E-05,1,0.43433,0,-0.184350062,-0.07119511,-0.002320482,0.06826679,0.183360143,0.026733171,39.9899916,116.3044133,1,6.610803996,7.153204324,7.551604564,8.368199359,9.477914762,7.612739689,39.9907283,116.2975566,6.433333349
-1.136964876,-0.543197646,-0.004863856,0.085778636,0.516024916,-0.218078152,1.08E-05,4.25E-05,0.000133117,0.000474799,0.0010897,0.000692154,1,1.523734,0,-0.187688337,-0.013790211,0.003028156,0.115272421,0.313594191,0.112790617,39.9911199,116.2970966,1,1.133200493,1.396304991,2.500382359,6.007295597,9.627595621,4.52076771,39.9838566,116.3053966,93.95000006
-0.491789178,-0.186759971,-0.101376558,0.054144036,0.315714744,-0.044076486,2.23E-06,6.72E-06,1.57E-05,4.47E-05,0.000104945,8.89E-05,1,0.591977,0,-0.137322678,-0.046374346,0.008932177,0.045129622,0.222050373,0.045719285,39.9891516,116.3067383,1,1.038957798,1.857599099,3.394802052,4.862159974,5.920128245,3.41897693,39.9908866,116.2977566,8.28333331
-1.240174531,-0.473874252,0,0.422098185,1.174940132,-0.031107989,3.06E-13,4.30E-06,1.11E-05,2.46E-05,4.68E-05,2.55E-05,2,12.381157,0,-0.754460807,-0.28204832,0,0.312864359,0.772191155,0.004846474,39.9924266,116.2984933,1,0,1.651947795,3.037499288,11.43312577,22.95995237,7.391103841,39.9897733,116.2987983,250.0666667
-1.562350994,-0.490607121,-0.053564504,0.22478308,0.541782488,-0.350500627,8.99E-06,2.89E-05,6.27E-05,0.000219342,0.007118558,0.002416268,2,4.937264,0,-0.564008832,-0.228532985,5.11E-06,0.158586532,0.592026003,-0.008169625,39.983935,116.3093883,1,0.206094035,3.199201934,10.77360651,29.55362406,33.39386018,15.02614604,39.950625,116.3284433,250.6833333
-1.082950255,-0.506645462,-2.94E-05,0.407455653,1.064249763,-0.032479047,1.34E-07,4.43E-06,1.13E-05,2.46E-05,4.27E-05,2.90E-05,2,6.274061,0,-0.830587965,-0.254578494,0,0.322685086,0.855209146,0.009825558,39.9909466,116.2979783,1,0.987301942,2.273397503,4.244399675,16.14918176,30.54498679,10.18510071,39.93046,116.2976049,189.95
-0.201743855,-0.053423265,7.95E-07,0.055268339,0.208367465,-0.006627952,2.15E-06,4.43E-06,1.11E-05,4.02E-05,0.000208232,0.000161213,2,3.918903,0,-0.061488364,-0.017337401,-7.66E-06,0.019238103,0.058993693,-0.007532835,39.9854333,116.3251899,1,0.784170339,1.779122045,2.080078729,2.399038836,5.792396461,3.828448122,39.9855566,116.3052349,147.4333334
-0.914639776,-0.354850757,-0.002425469,0.160970779,0.824141163,-0.024491522,9.02E-06,2.18E-05,5.70E-05,0.000456446,0.001466527,0.00051004,2,4.365536,0,-0.427174007,-0.069717325,9.92E-06,0.064960349,0.360760626,0.003428731,39.9722566,116.3008416,1,0.912423026,1.731601446,3.617641419,17.01257513,31.07606465,10.56330714,39.9759399,116.3117999,282.15
-1.111759824,-0.338848267,0,0.32606312,1.017457571,-0.023949775,1.34E-07,2.42E-06,9.00E-06,2.23E-05,4.70E-05,4.80E-05,2,8.395753,0,-0.778900361,-0.232766437,0.002249282,0.287439388,0.824036244,0.005417271,39.9908033,116.2973899,1,0.64476145,1.650596501,2.358899825,4.138190253,11.9993636,4.576414607,39.9408399,116.3455633,236.4666667
-1.808740866,-0.781775171,0,0.703528372,1.795859068,-0.046366425,2.28E-06,8.86E-06,2.23E-05,5.15E-05,0.000120752,0.000118475,1,7.794167,0,-1.243382507,-0.411300819,0.009427048,0.562825399,1.238596324,0.021206469,39.9849249,116.346095,1,1.220993185,2.850303368,6.78691548,15.07952965,21.29416834,9.473470566,39.9279566,116.3011183,52.46666668
-1.490882939,-0.746112606,0,0.637925218,1.536278189,-0.026980638,2.15E-06,6.71E-06,1.78E-05,3.55E-05,6.04E-05,5.88E-05,0,6.235266,0,-1.035839313,-0.391861926,0.011085555,0.405671549,0.97502143,-0.00370588,39.9845933,116.3461783,1,0.823409846,3.047845924,7.456484195,17.39208557,23.18559415,10.30863007,39.9311516,116.3151449,38.93333342
-4.240730019,-1.82114877,0.021205506,1.623596611,3.357929142,-0.182036683,4.43E-06,1.33E-05,3.36E-05,5.91E-05,0.000143161,0.001164958,0,5.303565,0,-2.833911215,-1.047814824,0.234445077,1.505694011,3.359678188,0.111724296,39.9838449,116.3453833,1,3.295806481,4.883400528,8.332216385,13.30470109,21.52795437,10.37945711,39.9291283,116.3019033,38.20000002
22.51790454,22.51790454,22.51790454,22.51790454,22.51790454,22.51790454,0.000279606,0.000279606,0.000279606,0.000279606,0.000279606,0.000279606,3,0.002576,0,-31.70198012,-31.70198012,-31.70198012,-31.70198012,-31.70198012,-31.70198012,39.9844233,116.3459816,1,9.273580343,9.273580343,9.273580343,9.273580343,9.273580343,9.273580343,39.9844233,116.3459816,0
-1.576153704,-0.62128254,0,0.634281154,1.435462604,-0.0111278,2.15E-06,4.57E-06,1.34E-05,2.90E-05,5.13E-05,2.66E-05,0,7.474695,0,-0.864080902,-0.337214707,0.021821252,0.348169031,0.899712375,-0.001662087,39.9845933,116.3462933,1,1.04382184,2.449347298,5.409910639,15.00976417,23.92654781,9.435403013,39.9276483,116.3010166,51.54999998
-1.465823346,-0.621238703,0,0.559234436,1.165685192,-0.069745566,2.15E-06,6.71E-06,1.68E-05,3.59E-05,7.17E-05,0.000260587,1,4.871997,0,-0.821382208,-0.355479979,0.001303958,0.425135719,0.96092725,0.03082681,39.9834066,116.3077499,1,0.766621508,1.948501861,4.704300369,12.50596186,19.26793427,7.606774674,39.9248666,116.3049833,38.60000007
-1.583469418,-0.675214002,0.055797661,0.541575454,1.228892766,-0.017734884,2.15E-06,6.58E-06,1.36E-05,3.35E-05,5.37E-05,2.31E-05,1,2.099548,0,-1.036945876,-0.403313106,0.004271553,0.493982523,1.031842263,0.003954994,39.9848433,116.3457933,1,0.896401763,2.386797549,4.188599013,10.22897252,25.32785219,8.295036425,39.9755166,116.3306916,17.33333329
-3.160698938,-0.53925039,0,0.674765311,1.897123306,-0.266506045,9.95E-15,4.47E-06,2.01E-05,5.72E-05,0.000171056,0.000200075,1,0.910856,0,-1.371528625,-0.350893131,0.005062499,0.399566428,1.903018183,0.170562088,39.9709366,116.3009333,1,0,0.28394957,6.041687193,12.67425613,19.57057317,8.387607496,39.979315,116.300545,5.566666753
-1.631999091,-0.760493761,0,0.671164406,1.556493976,-0.01780867,2.28E-06,6.85E-06,1.79E-05,3.34E-05,5.81E-05,2.91E-05,1,2.591729,0,-1.097861079,-0.370373025,0.025516528,0.457955177,1.167698728,0.000854622,39.9845966,116.3459433,1,1.448822682,2.304454532,4.64219963,14.81145466,22.76860477,9.057749971,39.9509449,116.3492833,17.88333321
-1.237688884,-0.483255226,0,0.417543436,1.122207149,-0.024948634,6.31E-13,2.42E-06,1.11E-05,2.40E-05,4.85E-05,2.11E-05,1,2.58215,0,-0.67343852,-0.259552334,0.006749569,0.255716435,0.70428579,-0.014607138,39.9835683,116.3069299,1,0,1.219499907,3.580199704,8.765540356,18.75747864,6.688417831,39.9850116,116.3458249,32.45000011
-1.08629232,-0.483081589,-0.045900631,0.387674518,0.765365654,-0.21583065,2.15E-06,4.43E-06,1.34E-05,3.13E-05,6.52E-05,5.44E-05,1,0.468555,0,-0.674328201,-0.303078365,0.02885246,0.353694561,0.780714044,0.032573039,39.9863299,116.3475649,1,1.470063308,2.379144957,3.302099756,4.387954242,7.494311393,4.318776609,39.9848799,116.3458099,6.64999992
-1.508011011,-0.619204924,0,0.678482623,1.418414245,-0.027186528,2.28E-06,6.71E-06,1.80E-05,3.58E-05,7.44E-05,3.67E-05,0,7.439032,0,-0.983379328,-0.39107642,0.020081236,0.425911149,0.972184833,0.003534004,39.9851016,116.346145,1,1.267198097,2.629800164,7.052413868,18.86035706,26.12957138,11.04165408,39.9278983,116.3013699,45.23333342
-1.655455603,-0.548554486,0,0.572851083,1.445210038,-0.062324226,0,4.30E-06,1.34E-05,3.35E-05,6.27E-05,3.13E-05,0,7.473122,0,-0.894999341,-0.315419249,0,0.367155091,1.053622966,0.021244873,39.9846883,116.3459983,1,0,2.262595204,7.898415532,17.62023465,22.78803189,10.26085452,39.9310266,116.2980833,59.49999993
-1.420913175,-0.574864573,0,0.521100323,1.289656507,-0.018191374,1.34E-07,4.43E-06,1.11E-05,2.47E-05,4.24E-05,2.02E-05,1,7.108245,0,-0.771058535,-0.315785384,0.00268975,0.315672538,0.821687612,-0.00506477,39.9846833,116.3459833,1,0.892802036,2.294995135,5.538605243,16.91638141,23.09359105,9.562767208,39.9276099,116.3012366,47.71666671
-1.334507758,-0.541021709,0,0.474752529,1.404717476,-0.040649211,9.67E-07,5.64E-06,1.79E-05,4.58E-05,8.05E-05,3.01E-05,1,0.38306,0,-0.802169071,-0.420976494,0.006581248,0.428912687,0.954903779,0.021546317,39.9841383,116.3462733,1,0.090719993,1.962899863,3.861007593,5.66369871,8.125555824,4.15236764,39.9812916,116.3478533,6.216666632
-0.894588784,-0.356175152,-0.02002437,0.286426187,1.324646189,0.028193013,2.15E-06,4.43E-06,1.33E-05,2.89E-05,6.06E-05,7.38E-05,1,0.641651,0,-0.838806433,-0.378010333,-0.044111175,0.317260217,0.954455706,-0.000816924,39.978835,116.3477549,1,1.150202623,1.920595929,3.304792995,4.741198892,7.065599829,4.186525993,39.984865,116.3459766,12.61666656
-1.733794037,-0.744305972,0.018904779,0.6605956,1.569645527,-0.021775163,2.42E-06,9.00E-06,2.23E-05,4.04E-05,6.95E-05,3.94E-05,1,2.037202,0,-1.279768809,-0.602571751,0.039543983,0.58681899,1.314894641,0.004562581,39.9848083,116.3464099,1,1.431716965,2.822400227,5.218210262,15.56456212,23.0338688,9.230981196,39.958895,116.3490133,13.59999993
-1.486776798,-0.572081006,0.007564005,0.696597047,1.314043258,-0.046563493,6.64E-10,1.34E-06,4.03E-06,8.06E-06,2.15E-05,1.07E-05,5,16.829451,0,-1.331518414,-0.568507305,0.000292111,0.572779444,1.25658548,-0.024311728,39.97931,116.303678,1,13.46942649,23.60165383,30.49193537,38.50730627,43.57469114,29.34041071,40.063372,116.405401,44.45000006
-1.771368753,-0.766806406,0,0.774355635,1.55179701,-0.076783009,1.34E-06,2.68E-06,5.37E-06,1.07E-05,2.91E-05,1.28E-05,5,16.880421,0,-1.738763693,-0.748952572,0,0.720426961,1.706670156,-0.019937466,39.979102,116.303409,1,9.693238592,21.3075486,30.06893627,40.85989413,45.70091506,29.29033401,40.063281,116.406226,45.93333341
-1.695592812,-0.705727071,-0.00355064,0.763230522,1.51919356,-0.080120598,1.34E-06,1.34E-06,4.03E-06,1.08E-05,3.36E-05,1.30E-05,5,10.51167,0,-1.378791232,-0.603924311,0,0.55638554,1.310840096,-0.016959052,39.96673,116.337914,1,5.289298764,18.77040125,27.51112439,33.70672855,39.53903932,25.28969924,40.06329,116.406459,34.85000002
-1.871866515,-0.764044693,-0.003024843,0.896245293,1.626820098,-0.072527482,1.34E-06,2.69E-06,4.03E-06,9.41E-06,3.22E-05,1.27E-05,5,11.454574,0,-2.031349781,-0.857272668,0.000545448,0.802846771,1.908775192,-0.015357183,39.979426,116.303652,1,12.16851421,21.62839933,29.06105714,37.27077957,45.46609505,28.63523078,40.06154,116.406978,30.68333338
-1.864800846,-0.75926066,0.003212205,0.771064512,1.490141664,-0.106392087,1.34E-06,2.69E-06,5.37E-06,1.21E-05,3.76E-05,1.57E-05,5,11.733099,0,-1.682319103,-0.65966706,0.001382404,0.605702646,1.530182214,-0.034814135,39.979672,116.303486,1,7.263720472,17.10537315,26.5841353,32.8562097,38.76903782,24.95211133,40.064054,116.405011,39.85000013
-1.475408158,-0.572397573,0,0.616473493,1.340819872,-0.049251294,3.90E-10,1.34E-06,5.37E-06,1.21E-05,3.76E-05,1.35E-05,5,14.584403,0,-1.212343393,-0.486012688,0,0.410819592,1.186738429,-0.026092117,39.979577,116.303777,1,0.124415774,12.44336971,24.31454717,31.15820818,35.73566628,21.38904162,40.06214,116.406908,90.74999996
-1.433489869,-0.594316996,-0.001007943,0.634159468,1.294948781,-0.069582638,1.34E-06,2.68E-06,5.37E-06,1.34E-05,3.63E-05,1.48E-05,5,16.879437,0,-1.348501146,-0.467752719,0.001526405,0.450370913,1.278101762,0.005511409,39.979519,116.303241,1,0.661535389,13.28759898,23.06155112,30.36771654,35.154173,21.22942727,40.063163,116.404786,70.23333341
-1.746111737,-0.750574017,0,0.761222542,1.511803905,-0.018307743,1.34E-06,2.68E-06,4.03E-06,1.07E-05,3.63E-05,2.68E-05,5,17.930086,0,-1.65744581,-0.725450214,0.000263906,0.705434412,1.598438273,-0.043323018,39.979378,116.303184,1,11.67013345,22.85285212,29.80793682,35.69949249,40.52006392,28.15730595,40.06498,116.404403,51.18333336
